3.13,1449,1492
3.07,50,53
3.14,50,53
3.13,211,218
3.08,50,53
3.18,211,218
3.45,157,163
3.12,212,219
3.12,157,163
3.16,50,53
3.09,211,218
3.12,104,108
3.11,210,217
3.12,265,274
3.07,211,218
3.12,211,218
3.08,534,551
3.05,211,218
3.15,157,163
3.15,50,53
3.14,50,53
3.07,104,108
3.13,157,163
3.09,50,53
2.97,266,275
3.07,50,53
3.05,211,218
3.03,50,53
3.02,319,329
2.87,104,108
2.61,49,52
2.83,50,53
2.50,212,219
3.62,50,53
3.09,266,275
3.08,1128,1162
3.07,158,164
3.07,49,52
3.09,158,164
2.98,320,330
3.01,158,164
3.82,211,218
3.00,320,330
2.99,211,218
2.94,50,53
3.07,320,330
3.15,157,163
3.10,104,108
3.05,158,164
3.10,157,163
3.06,644,664
3.12,50,53
3.07,374,386
3.02,265,274
3.04,480,495
2.84,265,274
3.44,211,218
2.94,158,164
3.60,157,163
3.07,698,719
3.07,535,552
3.57,265,274
3.16,265,274
3.11,212,219
3.15,50,53
3.15,104,108
3.11,49,52
3.17,320,330
3.11,319,329
2.86,104,108
2.88,49,52
2.93,320,330
2.85,50,53
3.60,103,107
3.03,158,164
3.20,212,219
3.09,211,218
3.12,319,329
3.16,535,552
2.97,428,442
2.98,50,53
4.21,103,107
2.87,374,386
3.05,265,274
3.09,265,274
3.04,104,108
3.10,49,52
3.13,320,330
3.14,427,440
3.13,50,53
3.23,427,440
3.14,50,53
3.20,373,385
3.24,319,329
3.23,265,274
3.26,104,108
4.60,319,329
3.97,50,53
3.17,158,164
3.73,212,219
3.08,211,218
2.98,373,385
3.74,49,52
2.90,50,53
3.40,266,275
2.87,104,108
3.12,265,274
3.07,320,330
3.41,49,52
3.06,50,53
3.21,50,53
3.19,212,219
3.02,50,53
3.05,211,218
3.68,374,386
3.10,211,218
3.11,157,163
3.15,374,386
3.14,157,163
3.08,266,275
3.06,49,52
3.04,535,552
3.06,158,164
3.06,104,108
3.04,643,663
2.99,50,53
3.14,535,552
3.15,50,53
3.10,320,330
3.12,49,52
3.04,51,54
3.21,157,163
3.12,428,441
3.09,104,108
3.13,319,329
3.06,373,385
3.04,158,164
3.04,373,385
2.98,49,52
3.13,428,442
3.21,211,218
3.05,104,108
3.07,481,496
3.03,49,52
2.97,373,385
3.74,211,218
2.69,212,219
2.66,49,52
2.86,535,552
3.01,50,53
2.93,582,600
2.92,49,52
2.98,266,275
2.93,531,547
2.90,49,52
2.79,158,164
2.93,212,219
2.76,50,53
3.07,50,53
2.79,50,53
2.94,535,552
2.95,802,826
